id,year,memnum,wrkslf,age,agekdbrn,degree,sex,class,polactions,racehisp
677,2006,NA,Work For Someone Else,35,17,HS Diploma,Female,Middle,NA,White
678,2006,NA,Work For Someone Else,37,NA,College Degree,Female,Middle,NA,White
679,2006,NA,Work For Someone Else,59,19,Some College,Female,Working,NA,White
680,2006,NA,Work For Someone Else,56,NA,College Degree,Male,NA,NA,White
681,2006,NA,Work For Someone Else,44,NA,HS Diploma,Female,NA,NA,White
682,2006,NA,Work For Someone Else,32,NA,Grad/Prof Degree,Male,NA,NA,White
683,2006,NA,Work For Someone Else,65,23,College Degree,Male,Upper,NA,White
684,2006,NA,Work For Someone Else,60,25,HS Diploma,Female,Middle,NA,White
685,2006,NA,Work For Someone Else,48,28,Less Than HS,Female,Middle,NA,White
686,2006,NA,Work For Someone Else,66,28,College Degree,Female,Middle,NA,White
687,2006,NA,Work For Someone Else,58,NA,HS Diploma,Female,NA,NA,White
688,2006,NA,Self Employed,48,NA,College Degree,Male,Upper,NA,White
689,2006,NA,Work For Someone Else,60,NA,HS Diploma,Female,Middle,NA,White
690,2006,NA,Work For Someone Else,39,NA,Some College,Female,NA,NA,Black
691,2006,NA,Work For Someone Else,70,27,HS Diploma,Female,Middle,NA,White
692,2006,NA,Work For Someone Else,81,NA,College Degree,Male,NA,NA,White
693,2006,NA,Work For Someone Else,64,24,College Degree,Male,Middle,NA,White
694,2006,NA,NA,19,NA,Less Than HS,Female,Middle,NA,Other
695,2006,NA,Work For Someone Else,80,NA,College Degree,Male,NA,NA,White
696,2006,NA,Work For Someone Else,63,NA,Grad/Prof Degree,Male,NA,NA,White
697,2006,NA,Self Employed,59,NA,College Degree,Male,NA,NA,White
698,2006,NA,Work For Someone Else,25,NA,College Degree,Male,Middle,NA,White
699,2006,NA,Work For Someone Else,42,NA,College Degree,Male,NA,NA,Other
700,2006,NA,Work For Someone Else,53,NA,HS Diploma,Female,NA,NA,White
701,2006,NA,Work For Someone Else,85,25,College Degree,Female,Middle,NA,White
702,2006,NA,Work For Someone Else,48,NA,HS Diploma,Male,Working,NA,White
703,2006,NA,Work For Someone Else,74,26,Less Than HS,Male,Middle,NA,White
704,2006,NA,Work For Someone Else,46,NA,College Degree,Male,Working,NA,White
705,2006,NA,Work For Someone Else,31,20,HS Diploma,Female,Middle,NA,White
706,2006,NA,Work For Someone Else,29,18,HS Diploma,Female,Middle,NA,Hispanic
707,2006,NA,NA,58,26,Less Than HS,Female,Working,NA,Hispanic
708,2006,NA,NA,51,NA,Less Than HS,Male,Lower,NA,Black
709,2006,NA,Work For Someone Else,31,27,HS Diploma,Female,Working,NA,Hispanic
710,2006,NA,Work For Someone Else,32,20,HS Diploma,Female,Working,NA,Black
711,2006,NA,Work For Someone Else,30,20,HS Diploma,Female,Working,NA,Black
712,2006,NA,Work For Someone Else,19,17,Less Than HS,Male,Working,NA,Hispanic
713,2006,NA,Work For Someone Else,38,NA,Less Than HS,Male,NA,NA,Hispanic
714,2006,NA,Self Employed,43,20,HS Diploma,Male,Upper,NA,Black
715,2006,NA,Work For Someone Else,43,NA,Some College,Female,NA,NA,Hispanic
716,2006,NA,Work For Someone Else,NA,NA,HS Diploma,Male,NA,NA,White
717,2006,NA,Work For Someone Else,39,20,Some College,Female,Working,NA,Hispanic
718,2006,NA,Work For Someone Else,63,22,HS Diploma,Female,Upper,NA,White
719,2006,NA,Work For Someone Else,60,NA,College Degree,Male,NA,NA,White
720,2006,NA,Self Employed,59,NA,College Degree,Female,NA,NA,White
721,2006,NA,Work For Someone Else,48,40,HS Diploma,Male,Middle,NA,White
722,2006,NA,Self Employed,52,NA,College Degree,Male,Upper,NA,White
723,2006,NA,Work For Someone Else,28,NA,Grad/Prof Degree,Male,NA,NA,White
724,2006,NA,Work For Someone Else,81,25,HS Diploma,Female,Middle,NA,White
725,2006,NA,Self Employed,35,NA,HS Diploma,Male,NA,NA,Hispanic
726,2006,NA,Work For Someone Else,30,NA,Less Than HS,Male,NA,NA,Other
727,2006,NA,Self Employed,30,NA,Some College,Male,NA,NA,Black
728,2006,NA,Work For Someone Else,26,20,Some College,Female,Working,NA,White
729,2006,NA,Work For Someone Else,34,NA,HS Diploma,Male,Lower,NA,Hispanic
730,2006,NA,Work For Someone Else,30,NA,Some College,Female,NA,NA,White
731,2006,NA,Work For Someone Else,42,NA,HS Diploma,Female,NA,NA,White
732,2006,NA,Work For Someone Else,21,NA,Some College,Male,Upper,NA,Hispanic
733,2006,NA,Work For Someone Else,25,NA,HS Diploma,Female,NA,NA,White
734,2006,NA,Work For Someone Else,NA,NA,Grad/Prof Degree,Female,NA,NA,Hispanic
735,2006,NA,NA,48,NA,HS Diploma,Female,NA,NA,Black
736,2006,NA,NA,19,NA,HS Diploma,Female,NA,NA,Hispanic
737,2006,NA,Work For Someone Else,42,23,Less Than HS,Male,Working,NA,Hispanic
738,2006,NA,Work For Someone Else,21,NA,HS Diploma,Male,Working,NA,Hispanic
739,2006,NA,Work For Someone Else,43,21,HS Diploma,Female,Working,NA,Hispanic
740,2006,NA,Work For Someone Else,61,22,HS Diploma,Male,Middle,NA,Black
741,2006,NA,Work For Someone Else,38,34,HS Diploma,Male,Working,NA,Hispanic
742,2006,NA,NA,19,NA,Less Than HS,Female,Working,NA,Black
743,2006,NA,Self Employed,50,40,HS Diploma,Male,Working,NA,Hispanic
744,2006,NA,Work For Someone Else,25,18,Less Than HS,Female,Middle,NA,Black
745,2006,NA,Work For Someone Else,56,18,HS Diploma,Female,Middle,NA,Black
746,2006,NA,Work For Someone Else,42,29,Some College,Female,Working,NA,Black
747,2006,NA,Work For Someone Else,42,24,Less Than HS,Female,Working,NA,Black
748,2006,NA,Work For Someone Else,49,NA,College Degree,Male,NA,NA,Hispanic
749,2006,NA,Work For Someone Else,60,NA,Less Than HS,Female,NA,NA,Hispanic
750,2006,NA,Work For Someone Else,51,28,Less Than HS,Female,Working,NA,Hispanic
751,2006,NA,Work For Someone Else,38,22,HS Diploma,Male,Working,NA,Black
752,2006,NA,Self Employed,31,29,HS Diploma,Male,Middle,NA,Hispanic
753,2006,NA,Work For Someone Else,46,28,Grad/Prof Degree,Female,Working,NA,Hispanic
754,2006,NA,Work For Someone Else,63,NA,Less Than HS,Female,NA,NA,Hispanic
755,2006,NA,Work For Someone Else,81,NA,HS Diploma,Male,NA,NA,White
756,2006,NA,Work For Someone Else,73,28,HS Diploma,Male,Working,NA,Hispanic
757,2006,NA,Self Employed,44,36,Less Than HS,Female,Working,NA,Hispanic
758,2006,NA,Work For Someone Else,36,17,Some College,Female,Working,NA,Hispanic
759,2006,NA,Work For Someone Else,49,NA,Less Than HS,Female,Lower,NA,Hispanic
760,2006,NA,Work For Someone Else,26,17,Some College,Female,Working,NA,Hispanic
761,2006,NA,Work For Someone Else,42,24,Some College,Female,Working,NA,Hispanic
762,2006,NA,Work For Someone Else,26,NA,Less Than HS,Male,NA,NA,Hispanic
763,2006,NA,Work For Someone Else,50,18,Less Than HS,Female,Middle,NA,Hispanic
764,2006,NA,NA,39,36,HS Diploma,Female,Middle,NA,Hispanic
765,2006,NA,Work For Someone Else,23,NA,HS Diploma,Female,NA,NA,Hispanic
766,2006,NA,Work For Someone Else,44,25,HS Diploma,Female,Working,NA,Hispanic
767,2006,NA,Work For Someone Else,33,26,College Degree,Female,Working,NA,Hispanic
768,2006,NA,Work For Someone Else,39,22,College Degree,Female,Working,NA,Hispanic
769,2006,NA,Work For Someone Else,47,36,Less Than HS,Female,Working,NA,Hispanic
770,2006,NA,Work For Someone Else,46,NA,HS Diploma,Female,NA,NA,Hispanic
771,2006,NA,Work For Someone Else,89,30,Less Than HS,Female,Middle,NA,Hispanic
772,2006,NA,Work For Someone Else,34,26,Some College,Female,Working,NA,Hispanic
773,2006,NA,Work For Someone Else,50,NA,College Degree,Female,NA,NA,Hispanic
774,2006,NA,Work For Someone Else,22,16,HS Diploma,Female,Middle,NA,Hispanic
775,2006,NA,Work For Someone Else,59,NA,HS Diploma,Male,NA,NA,Black
776,2006,NA,Self Employed,62,NA,Grad/Prof Degree,Male,NA,NA,White
777,2006,NA,NA,86,22,HS Diploma,Female,Middle,NA,White
778,2006,NA,NA,25,NA,Less Than HS,Male,Middle,NA,Black
779,2006,NA,Work For Someone Else,42,NA,HS Diploma,Female,NA,NA,White
780,2006,NA,Work For Someone Else,58,19,HS Diploma,Female,Working,NA,Black
781,2006,NA,Work For Someone Else,45,23,Less Than HS,Female,Lower,NA,White
782,2006,NA,Work For Someone Else,39,NA,HS Diploma,Female,NA,NA,Black
783,2006,NA,Work For Someone Else,53,NA,HS Diploma,Female,NA,NA,Black
784,2006,NA,Work For Someone Else,60,NA,HS Diploma,Female,NA,NA,Black
785,2006,NA,Work For Someone Else,49,18,HS Diploma,Female,Lower,NA,Black
786,2006,NA,Work For Someone Else,25,15,HS Diploma,Female,Working,NA,Black
787,2006,NA,Work For Someone Else,36,23,HS Diploma,Female,Lower,NA,Black
788,2006,NA,Work For Someone Else,18,17,Less Than HS,Male,Upper,NA,Black
789,2006,NA,Work For Someone Else,67,20,HS Diploma,Female,Middle,NA,Black
790,2006,NA,Work For Someone Else,30,15,HS Diploma,Female,Working,NA,Black
791,2006,NA,Work For Someone Else,48,NA,HS Diploma,Male,NA,NA,Black
792,2006,NA,Work For Someone Else,48,32,College Degree,Female,Middle,NA,Black
793,2006,NA,Work For Someone Else,43,NA,College Degree,Female,Working,NA,Black
794,2006,NA,Work For Someone Else,78,22,Grad/Prof Degree,Female,Middle,NA,White
795,2006,NA,Work For Someone Else,63,NA,Grad/Prof Degree,Female,NA,NA,Black
796,2006,NA,Self Employed,54,NA,Grad/Prof Degree,Female,NA,NA,Black
797,2006,NA,NA,56,NA,HS Diploma,Female,NA,NA,Black
798,2006,NA,Work For Someone Else,37,24,Grad/Prof Degree,Female,Working,NA,Other
799,2006,NA,NA,27,NA,HS Diploma,Male,NA,NA,Black
800,2006,NA,Work For Someone Else,48,NA,Some College,Male,NA,NA,Black
801,2006,NA,Work For Someone Else,58,20,Grad/Prof Degree,Female,Working,NA,Black
802,2006,NA,Work For Someone Else,42,NA,HS Diploma,Male,NA,NA,Black
803,2006,NA,Work For Someone Else,47,NA,Grad/Prof Degree,Female,NA,NA,Black
804,2006,NA,Work For Someone Else,56,23,HS Diploma,Female,Middle,NA,White
805,2006,NA,Work For Someone Else,37,30,HS Diploma,Female,Working,NA,White
806,2006,NA,Work For Someone Else,77,20,HS Diploma,Female,Working,NA,White
807,2006,NA,Work For Someone Else,21,NA,HS Diploma,Male,Working,NA,White
808,2006,NA,Work For Someone Else,37,36,Less Than HS,Male,Working,NA,White
809,2006,NA,Work For Someone Else,23,NA,Some College,Male,Middle,NA,White
810,2006,NA,Work For Someone Else,41,24,Some College,Female,Lower,NA,White
811,2006,NA,NA,82,24,HS Diploma,Female,Middle,NA,White
812,2006,NA,Self Employed,50,22,Grad/Prof Degree,Female,Working,NA,White
813,2006,NA,Work For Someone Else,61,NA,HS Diploma,Male,NA,NA,White
814,2006,NA,Work For Someone Else,40,NA,College Degree,Female,NA,NA,White
815,2006,NA,Work For Someone Else,37,NA,Less Than HS,Female,NA,NA,Hispanic
816,2006,NA,Work For Someone Else,44,24,Some College,Female,Middle,NA,White
817,2006,NA,Work For Someone Else,29,NA,HS Diploma,Female,NA,NA,White
818,2006,NA,Work For Someone Else,19,NA,Less Than HS,Male,Working,NA,White
819,2006,NA,Work For Someone Else,24,NA,College Degree,Female,Middle,NA,White
820,2006,NA,Work For Someone Else,44,NA,HS Diploma,Female,NA,NA,White
821,2006,NA,Work For Someone Else,72,23,HS Diploma,Female,Middle,NA,White
822,2006,NA,Work For Someone Else,27,26,Less Than HS,Female,Middle,NA,White
823,2006,NA,Self Employed,45,19,HS Diploma,Female,Working,NA,Hispanic
824,2006,NA,Work For Someone Else,53,17,Less Than HS,Male,Working,NA,Black
825,2006,NA,Work For Someone Else,63,18,HS Diploma,Female,Upper,NA,Black
826,2006,NA,Work For Someone Else,46,20,HS Diploma,Female,Lower,NA,Black
827,2006,NA,Self Employed,44,NA,HS Diploma,Female,NA,NA,Black
828,2006,NA,Work For Someone Else,58,NA,HS Diploma,Female,Working,NA,White
829,2006,NA,Work For Someone Else,73,24,Less Than HS,Male,Lower,NA,Black
830,2006,NA,Work For Someone Else,58,32,Some College,Male,Working,NA,White
831,2006,NA,Work For Someone Else,28,21,Less Than HS,Male,Middle,NA,White
832,2006,NA,Work For Someone Else,20,16,HS Diploma,Female,Working,NA,White
833,2006,NA,Work For Someone Else,43,17,HS Diploma,Female,Working,NA,Black
834,2006,NA,Work For Someone Else,44,NA,HS Diploma,Female,NA,NA,White
835,2006,NA,Work For Someone Else,42,NA,HS Diploma,Female,NA,NA,White
836,2006,NA,Work For Someone Else,48,15,HS Diploma,Female,Working,NA,White
837,2006,NA,Self Employed,56,19,Some College,Male,Working,NA,Black
838,2006,NA,Self Employed,26,NA,College Degree,Male,Middle,NA,White
839,2006,NA,Work For Someone Else,53,23,Some College,Male,Lower,NA,White
840,2006,NA,Self Employed,38,22,HS Diploma,Male,Working,NA,White
841,2006,NA,Work For Someone Else,68,NA,HS Diploma,Male,Middle,NA,White
842,2006,NA,Work For Someone Else,49,NA,Grad/Prof Degree,Female,NA,NA,White
843,2006,NA,Self Employed,50,30,College Degree,Female,Middle,NA,White
844,2006,NA,Work For Someone Else,30,26,Some College,Male,Working,NA,White
845,2006,NA,Self Employed,44,22,HS Diploma,Female,Middle,NA,White
846,2006,NA,Work For Someone Else,43,28,HS Diploma,Female,Middle,NA,White
847,2006,NA,Work For Someone Else,45,30,Grad/Prof Degree,Male,Middle,NA,White
848,2006,NA,Self Employed,47,NA,HS Diploma,Male,NA,NA,White
849,2006,NA,Work For Someone Else,55,NA,Grad/Prof Degree,Female,NA,NA,White
850,2006,NA,Self Employed,45,NA,HS Diploma,Male,NA,NA,White
851,2006,NA,Work For Someone Else,35,19,HS Diploma,Female,Working,NA,White
852,2006,NA,Work For Someone Else,58,NA,HS Diploma,Female,Lower,NA,White
853,2006,NA,Work For Someone Else,53,22,College Degree,Male,Middle,NA,White
854,2006,NA,Work For Someone Else,19,19,HS Diploma,Male,Lower,NA,Hispanic
855,2006,NA,Work For Someone Else,25,NA,Some College,Male,Working,NA,Other
856,2006,NA,Self Employed,48,28,HS Diploma,Male,Working,NA,White
857,2006,NA,NA,62,21,HS Diploma,Female,Middle,NA,White
858,2006,NA,Work For Someone Else,26,NA,Less Than HS,Female,NA,NA,White
859,2006,NA,Work For Someone Else,38,16,Less Than HS,Female,Working,NA,Hispanic
860,2006,NA,Work For Someone Else,70,20,Less Than HS,Female,Working,NA,Black
861,2006,NA,Work For Someone Else,20,NA,HS Diploma,Male,Working,NA,Black
862,2006,NA,Work For Someone Else,28,18,Less Than HS,Female,Working,NA,Hispanic
863,2006,NA,Work For Someone Else,70,19,Less Than HS,Male,Upper,NA,Black
864,2006,NA,Work For Someone Else,61,18,HS Diploma,Female,Working,NA,White
865,2006,NA,Self Employed,68,18,Less Than HS,Female,Working,NA,White
866,2006,NA,Self Employed,28,20,Less Than HS,Male,Working,NA,Hispanic
867,2006,NA,Work For Someone Else,NA,NA,Less Than HS,Male,NA,NA,Hispanic
868,2006,NA,Work For Someone Else,77,27,College Degree,Male,Middle,NA,White
869,2006,NA,Self Employed,28,NA,Less Than HS,Male,NA,NA,Hispanic
870,2006,NA,Work For Someone Else,54,28,Grad/Prof Degree,Female,Middle,NA,White
871,2006,NA,Work For Someone Else,50,29,HS Diploma,Female,Middle,NA,White
872,2006,NA,Work For Someone Else,23,NA,HS Diploma,Female,Working,NA,Other
873,2006,NA,Self Employed,44,NA,Some College,Male,Working,NA,White
874,2006,NA,Work For Someone Else,48,NA,HS Diploma,Male,Working,NA,Black
875,2006,NA,Work For Someone Else,68,18,College Degree,Male,Middle,NA,Black
876,2006,NA,Work For Someone Else,33,25,HS Diploma,Male,Middle,NA,Black
877,2006,NA,Work For Someone Else,70,NA,HS Diploma,Male,NA,NA,Black
878,2006,NA,Work For Someone Else,30,26,HS Diploma,Male,Working,NA,Black
879,2006,NA,Work For Someone Else,42,NA,Some College,Male,NA,NA,White
880,2006,NA,Work For Someone Else,81,21,HS Diploma,Female,Middle,NA,White
881,2006,NA,Work For Someone Else,40,20,HS Diploma,Female,Working,NA,Hispanic
882,2006,NA,Work For Someone Else,74,32,HS Diploma,Female,Working,NA,White
883,2006,NA,NA,40,21,Less Than HS,Female,Working,NA,Hispanic
884,2006,NA,Work For Someone Else,42,NA,HS Diploma,Female,Middle,NA,Black
885,2006,NA,Work For Someone Else,24,NA,College Degree,Female,NA,NA,Black
886,2006,NA,NA,64,NA,HS Diploma,Female,NA,NA,White
887,2006,NA,Work For Someone Else,31,17,Less Than HS,Female,Working,NA,Hispanic
888,2006,NA,Work For Someone Else,39,21,HS Diploma,Female,Lower,NA,Black
889,2006,NA,Work For Someone Else,35,NA,Grad/Prof Degree,Male,Middle,NA,Black
890,2006,NA,Self Employed,54,NA,HS Diploma,Female,Working,NA,White
891,2006,NA,Work For Someone Else,41,20,HS Diploma,Male,Working,NA,Hispanic
892,2006,NA,Work For Someone Else,67,NA,Less Than HS,Female,NA,NA,Hispanic
893,2006,NA,Work For Someone Else,63,NA,Less Than HS,Male,Lower,NA,Hispanic
894,2006,NA,NA,54,NA,HS Diploma,Female,NA,NA,Hispanic
895,2006,NA,Work For Someone Else,55,32,HS Diploma,Female,Middle,NA,Black
896,2006,NA,Work For Someone Else,38,NA,Grad/Prof Degree,Male,Middle,NA,White
897,2006,NA,Work For Someone Else,41,NA,HS Diploma,Male,Working,NA,Black
898,2006,NA,Work For Someone Else,29,NA,HS Diploma,Female,NA,NA,Hispanic
899,2006,NA,Work For Someone Else,25,19,HS Diploma,Female,Working,NA,White
900,2006,NA,Work For Someone Else,38,22,HS Diploma,Male,Working,NA,Black
901,2006,NA,Work For Someone Else,47,NA,HS Diploma,Female,Working,NA,Black
902,2006,NA,Work For Someone Else,39,19,HS Diploma,Female,Middle,NA,White
903,2006,NA,Self Employed,43,21,Less Than HS,Female,Middle,NA,White
904,2006,NA,Work For Someone Else,40,18,Some College,Female,Working,NA,Hispanic
905,2006,NA,Work For Someone Else,53,21,HS Diploma,Female,Working,NA,Black
906,2006,NA,Work For Someone Else,46,16,HS Diploma,Female,Working,NA,Black
907,2006,NA,Work For Someone Else,36,19,HS Diploma,Male,Working,NA,Black
908,2006,NA,Work For Someone Else,32,NA,HS Diploma,Female,Working,NA,Black
909,2006,NA,Work For Someone Else,72,NA,HS Diploma,Female,NA,NA,Black
910,2006,NA,Work For Someone Else,37,21,Some College,Female,Lower,NA,Black
911,2006,NA,Work For Someone Else,28,NA,HS Diploma,Male,NA,NA,Black
912,2006,NA,Work For Someone Else,42,NA,HS Diploma,Female,NA,NA,Black
913,2006,NA,Work For Someone Else,35,NA,HS Diploma,Male,NA,NA,Black
914,2006,NA,Work For Someone Else,33,NA,HS Diploma,Female,NA,NA,Black
915,2006,NA,Work For Someone Else,81,NA,College Degree,Female,NA,NA,Black
916,2006,NA,Self Employed,55,NA,HS Diploma,Male,Working,NA,Black
917,2006,NA,Work For Someone Else,37,NA,HS Diploma,Female,Working,NA,Black
918,2006,NA,Work For Someone Else,50,NA,College Degree,Female,Working,NA,White
919,2006,NA,Work For Someone Else,48,NA,HS Diploma,Male,Middle,NA,Other
920,2006,NA,Work For Someone Else,41,32,Some College,Female,Working,NA,White
921,2006,NA,Work For Someone Else,34,NA,Grad/Prof Degree,Male,Upper,NA,White
922,2006,NA,Work For Someone Else,34,NA,HS Diploma,Female,Working,NA,White
923,2006,NA,Work For Someone Else,29,NA,College Degree,Female,NA,NA,White
924,2006,NA,Work For Someone Else,48,NA,HS Diploma,Male,NA,NA,White
925,2006,NA,Work For Someone Else,33,19,HS Diploma,Female,Working,NA,White
926,2006,NA,Work For Someone Else,50,NA,Less Than HS,Female,NA,NA,Black
927,2006,NA,Work For Someone Else,30,27,College Degree,Female,Middle,NA,White
928,2006,NA,Work For Someone Else,62,21,HS Diploma,Female,Working,NA,White
929,2006,NA,Work For Someone Else,76,26,HS Diploma,Male,Working,NA,Black
930,2006,NA,Work For Someone Else,43,23,College Degree,Female,Middle,NA,Black
931,2006,NA,Work For Someone Else,33,20,College Degree,Female,Middle,NA,Black
932,2006,NA,Self Employed,50,NA,HS Diploma,Male,NA,NA,Hispanic
933,2006,NA,Self Employed,57,18,Less Than HS,Female,Working,NA,Hispanic
934,2006,NA,Work For Someone Else,47,28,HS Diploma,Female,Working,NA,Black
935,2006,NA,Work For Someone Else,26,NA,HS Diploma,Male,NA,NA,Hispanic
936,2006,NA,Self Employed,45,20,Less Than HS,Female,Working,NA,Hispanic
937,2006,NA,Work For Someone Else,49,NA,HS Diploma,Female,NA,NA,Black
938,2006,NA,Work For Someone Else,26,NA,HS Diploma,Female,NA,NA,Black
939,2006,NA,Work For Someone Else,85,16,Less Than HS,Female,Lower,NA,Black
940,2006,NA,Work For Someone Else,51,NA,Grad/Prof Degree,Female,Middle,NA,Black
