"qkey","gender","use_facebook","use_twitter","news_social_media","age_cat","educ_cat","racethn","news_trust","ideology","misinformation"
"201801013841","Woman",1,0,"Rarely","30-49","Some College","Hispanic","Not at all","Liberal",1
"201801013929","Man",1,1,"Never","50-64","Some College","Hispanic","Not too much","Moderate",1
"201801014053","Man",1,1,"Sometimes","50-64","Some College","Hispanic","Some","Very Conservative",2
"201801014195","Woman",0,1,"Rarely","50-64","College Grad+","Hispanic","Not too much","Liberal",2
"201801014202","Man",0,0,"Never","50-64","College Grad+","Hispanic","Not at all","Moderate",2
"201801014390","Woman",1,0,"Sometimes","18-29","Some College","Hispanic","Some","Moderate",1
"201801014578","Woman",1,0,"Never","65+","Some College","Hispanic","Not at all","Conservative",2
"201801014939","Woman",1,0,"Sometimes","50-64","Some College","Other","A lot","Conservative",2
"201801014949","Woman",1,0,"Rarely","65+","College Grad+","White","Not at all","Liberal",1
"201801015500","Man",1,0,"Sometimes","50-64","Some College","Hispanic","Not too much","Conservative",1
"201801015581","Man",1,0,"Rarely","30-49","Some College","Hispanic","Some","Moderate",1
"201801015620","Woman",1,1,"Sometimes","18-29","Some College","Hispanic","Not too much","Moderate",2
"201801015678","Woman",0,0,"Sometimes","18-29","HS Grad or Less","Other","Some","Moderate",2
"201801016237","Woman",1,0,"Rarely","30-49","College Grad+","White","Not too much","Moderate",2
"201801016382","Woman",1,0,"Sometimes","30-49","HS Grad or Less","White","Some","Moderate",1
"201801016575","Woman",1,0,"Rarely","30-49","Some College","Asian","Some","Moderate",2
"201801016724","Man",0,0,"Sometimes","18-29","Some College","White","A lot","Moderate",2
"201801016774","Woman",1,1,"Often","18-29","College Grad+","Hispanic","Some","Liberal",2
"201801016880","Man",0,0,"Never","65+","College Grad+","Hispanic","Not at all","Liberal",2
"201801017037","Woman",1,0,"Sometimes","30-49","College Grad+","Hispanic","Not too much","Moderate",1
"201801017228","Woman",1,1,"Often","30-49","Some College","Hispanic","Not too much","Moderate",1
"201801017260","Woman",1,0,"Often","18-29","College Grad+","Hispanic","Not too much","Conservative",2
"201801017510","Man",0,1,"Often","18-29","College Grad+","Hispanic","Some","Very Liberal",1
"201801017602","Woman",1,0,"Rarely","30-49","College Grad+","White","Not too much","Moderate",2
"201801017742","Man",1,0,"Rarely","50-64","College Grad+","White","Not too much","Conservative",2
"201801017810","Woman",1,0,"Often","65+","HS Grad or Less","White","Some","Moderate",1
"201801018122","Woman",1,0,"Sometimes","30-49","Some College","White","Not too much","Moderate",1
"201801018360","Woman",1,0,"Sometimes","65+","HS Grad or Less","Hispanic","Not at all","Moderate",1
"201801018600","Woman",1,1,"Sometimes","65+","College Grad+","Hispanic","Some","Moderate",1
"201801018706","Woman",1,0,"Sometimes","18-29","Some College","Black","A lot","Conservative",2
"201801018787","Man",0,0,"Never","50-64","Some College","Hispanic","Not at all","Conservative",2
"201801018863","Woman",1,1,"Sometimes","30-49","Some College","White","Not too much","Moderate",1
"201801019061","Man",1,0,"Sometimes","30-49","Some College","Hispanic","Not too much","Moderate",1
"201801019118","Woman",1,0,"Sometimes","18-29","HS Grad or Less","Hispanic","Not too much","Liberal",1
"201801019166","Man",1,1,"Sometimes","30-49","Some College","Hispanic","Not too much","Conservative",2
"201801019301","Woman",1,0,"Rarely","30-49","Some College","Hispanic","Not too much","Moderate",2
"201801019314","Woman",1,0,"Rarely","30-49","College Grad+","Hispanic","Not too much","Conservative",2
"201801019417","Man",0,1,"Often","18-29","College Grad+","Hispanic","Some","Very Liberal",1
"201801019458","Woman",0,1,"Rarely","30-49","Some College","Hispanic","Not too much","Moderate",2
"201801019645","Woman",1,0,"Often","18-29","Some College","Hispanic","Some","Liberal",2
"201801019778","Woman",1,0,"Often","50-64","Some College","Hispanic","Not too much","Moderate",1
"201801019802","Woman",1,1,"Rarely","50-64","Some College","Hispanic","Not at all","Conservative",1
"201801019873","Man",1,0,"Sometimes","50-64","College Grad+","White","Some","Very Conservative",2
"201801019889","Man",1,0,"Often","50-64","College Grad+","Hispanic","Not too much","Liberal",1
"201801020031","Woman",0,0,"Rarely","50-64","College Grad+","Hispanic","Not too much","Moderate",1
"201801020088","Woman",1,1,"Never","30-49","College Grad+","White","Not at all","Conservative",2
"201801020170","Woman",1,0,"Often","50-64","College Grad+","Black","Some","Moderate",1
"201801020250","Man",0,0,"Rarely","50-64","College Grad+","Hispanic","Not too much","Conservative",2
"201801020290","Man",0,0,"Sometimes","30-49","College Grad+","White","Some","Liberal",2
"201801020339","Woman",1,0,"Rarely","65+","Some College","Hispanic","Not too much","Moderate",1
"201801020386","Man",1,NA,"Often","65+","College Grad+","Hispanic","Not too much","Moderate",1
"201801020446","Man",1,0,"Never","30-49","Some College","Hispanic","Not at all","Liberal",2
"201801020566","Man",1,0,"Often","50-64","HS Grad or Less","Hispanic","Some","Very Conservative",2
"201801020928","Man",1,1,"Rarely","65+","Some College","Hispanic","Not too much","Conservative",2
"201801021113","Man",1,1,"Sometimes","30-49","College Grad+","White","Some","Very Liberal",2
"201801021315","Man",0,0,"Sometimes","30-49","College Grad+","Hispanic","Not at all","Conservative",1
"201801021438","Man",1,1,"Sometimes","30-49","College Grad+","Asian","Not too much","Liberal",1
"201801021448","Man",0,0,"Never","50-64","College Grad+","Hispanic","Not too much","Moderate",1
"201801021449","Woman",0,0,"Sometimes","18-29","College Grad+","Hispanic","Some","Liberal",2
"201801022067","Man",1,1,"Sometimes","30-49","HS Grad or Less","Hispanic","Some","Moderate",2
"201801022163","Woman",1,0,"Rarely","30-49","Some College","Hispanic","Not too much","Conservative",2
"201801022194","Man",1,0,"Never","30-49","College Grad+","Hispanic","Not too much","Conservative",1
"201801022406","Woman",1,1,"Never","50-64","College Grad+","White","Not at all","Moderate",2
"201801022649","Man",0,0,"Never","65+","Some College","Hispanic","Not at all","Moderate",1
"201801022862","Man",1,1,"Often","30-49","HS Grad or Less","Hispanic","Some","Moderate",2
"201801023124","Woman",0,1,"Often","30-49","College Grad+","Hispanic","Some","Moderate",1
"201801023412","Man",0,0,"Never","50-64","Some College","Hispanic","Not at all","Moderate",1
"201801023469","Woman",1,1,"Sometimes","30-49","Some College","Hispanic","Not too much","Moderate",1
"201801023477","Woman",0,0,"Never","30-49","Some College","White","Not too much","Conservative",1
"201801023733","Woman",1,NA,"Rarely","50-64","College Grad+","White","Not at all","Conservative",2
"201801024051","Man",1,0,"Rarely","50-64","Some College","Hispanic","Not too much","Moderate",2
"201801024384","Woman",0,1,"Sometimes","30-49","College Grad+","Hispanic","Not too much","Moderate",1
"201801025064","Woman",0,0,"Never","50-64","College Grad+","Hispanic","Not at all","Conservative",2
"201801025089","Other",1,1,"Sometimes","30-49","Some College","White","Some","Moderate",2
"201801025335","Woman",1,1,"Sometimes","65+","College Grad+","Hispanic","A lot","Liberal",1
"201801025409","Man",1,1,"Sometimes","30-49","College Grad+","White","Some","Liberal",2
"201801025482","Woman",0,0,"Never","50-64","Some College","Hispanic","Not at all","Moderate",1
"201801025542","Woman",0,0,"Never","65+","HS Grad or Less","Hispanic","Not too much","Moderate",1
"201801025601","Woman",NA,1,"Sometimes","65+","College Grad+","White","Not too much","Liberal",1
"201801025817","Woman",1,0,"Never","50-64","HS Grad or Less","Other","Not too much","Moderate",1
"201801025941","Woman",1,1,"Often","18-29","Some College","Hispanic","Some","Liberal",1
"201801026220","Man",0,0,"Rarely","30-49","College Grad+","White","Some","Very Liberal",1
"201801026461","Man",0,1,"Sometimes","18-29","Some College","Hispanic","Some","Liberal",1
"201801026612","Woman",1,0,"Sometimes","30-49","College Grad+","Hispanic","Some","Liberal",1
"201801027461","Man",1,0,"Often","30-49","Some College","Hispanic","Some","Moderate",1
"201801027665","Man",0,1,"Sometimes","50-64","Some College","Hispanic","Not too much","Moderate",2
"201801027874","Woman",1,0,"Sometimes","30-49","HS Grad or Less","Hispanic","Not too much","Moderate",1
"201801027888","Man",1,0,"Rarely","65+","College Grad+","Asian","Not too much","Moderate",2
"201801027914","Woman",1,0,"Sometimes","30-49","Some College","Black","Some","Moderate",2
"201801027958","Woman",1,1,"Sometimes","30-49","Some College","White","Some","Moderate",2
"201801028047","Woman",1,1,"Sometimes","30-49","College Grad+","Hispanic","Not too much","Conservative",2
"201801028345","Woman",1,1,"Rarely","30-49","Some College","Hispanic","Not too much","Moderate",1
"201801028536","Man",1,0,"Often","50-64","Some College","Hispanic","Some","Moderate",2
"201801028677","Woman",1,0,"Sometimes","65+","HS Grad or Less","Hispanic","Not too much","Moderate",1
"201801028853","Man",0,0,"Sometimes","50-64","College Grad+","White","Some","Conservative",2
"201801028877","Man",1,0,"Sometimes","18-29","College Grad+","Asian","Not too much","Conservative",2
"201801029055","Woman",1,0,"Sometimes","30-49","HS Grad or Less","Hispanic","Not too much","Moderate",2
"201801029241","Woman",0,0,"Sometimes","30-49","Some College","White","A lot","Moderate",2
"201801029259","Woman",0,1,"Often","18-29","College Grad+","Hispanic","Some","Moderate",2
"201801029389","Woman",0,1,"Sometimes","30-49","College Grad+","Hispanic","Some","Very Liberal",1
"201801029858","Woman",0,0,"Often","18-29","College Grad+","Hispanic","A lot","Moderate",2
"201801029860","Woman",1,0,"Rarely","50-64","College Grad+","White","Not too much","Liberal",1
"201801029887","Man",0,0,"Rarely","65+","College Grad+","White","Not too much","Conservative",2
"201801029985","Man",0,0,"Often","30-49","College Grad+","Hispanic","Not at all","Very Conservative",2
"201801030120","Man",0,0,"Never","50-64","Some College","Hispanic","Not at all","Moderate",1
"201801030142","Man",1,0,"Sometimes","30-49","HS Grad or Less","Hispanic","Some","Moderate",2
"201801030278","Woman",1,0,"Often","30-49","Some College","Hispanic","Not too much","Conservative",1
"201801030467","Woman",1,0,"Rarely","30-49","Some College","Hispanic","Not too much","Moderate",2
"201801030712","Woman",1,0,"Sometimes","30-49","Some College","Hispanic","Some","Moderate",1
"201801030770","Woman",1,0,"Rarely","65+","College Grad+","Hispanic","Some","Very Conservative",2
"201801030843","Woman",1,0,"Rarely","30-49","College Grad+","Hispanic","Some","Moderate",2
"201801030954","Man",0,1,"Rarely","18-29","Some College","Hispanic","Some","Very Liberal",2
"201801031172","Woman",1,0,"Sometimes","30-49","Some College","Hispanic","Some","Moderate",1
"201801031418","Woman",1,1,"Sometimes","50-64","Some College","Hispanic","Not at all","Very Liberal",1
"201801031827","Man",1,1,"Sometimes","30-49","College Grad+","Asian","Some","Liberal",2
"201801031871","Man",0,0,"Never","50-64","College Grad+","Hispanic","Not at all","Very Liberal",1
"201801032021","Woman",1,0,"Never","65+","College Grad+","White","Not too much","Liberal",1
"201801032024","Man",0,1,"Sometimes","50-64","Some College","Hispanic","Not too much","Moderate",2
"201801032119","Woman",1,0,"Rarely","50-64","HS Grad or Less","Hispanic","Not at all","Liberal",1
"201801032543","Woman",1,1,"Often","18-29","College Grad+","Hispanic","A lot","Very Liberal",1
"201801032635","Woman",1,0,"Sometimes","30-49","College Grad+","White","Some","Moderate",2
"201801032779","Man",1,0,"Rarely","30-49","College Grad+","Hispanic","Not at all","Conservative",2
"201801032936","Man",0,0,"Sometimes","18-29","College Grad+","Hispanic","Not too much","Moderate",2
"201801032954","Woman",1,NA,"Rarely","30-49","Some College","Hispanic","Not too much","Moderate",1
"201801033001","Woman",0,1,"Often","18-29","College Grad+","White","Not too much","Liberal",2
"201801033049","Woman",1,0,"Often","30-49","Some College","White","Some","Moderate",1
"201801033063","Woman",0,0,"Never","30-49","College Grad+","White","Not at all","Liberal",1
"201801033150","Man",1,0,"Often","30-49","College Grad+","White","Not too much","Very Liberal",1
"201801033613","Woman",1,0,"Sometimes","50-64","Some College","White","Not too much","Conservative",1
"201801034566","Woman",1,1,"Never","30-49","College Grad+","Black","Not at all","Moderate",1
"201801034999","Woman",1,0,"Rarely","18-29","College Grad+","Black","Not too much","Very Conservative",1
"201801035054","Woman",1,0,"Rarely","50-64","College Grad+","White","Some","Very Conservative",2
"201801035306","Man",1,1,"Often","30-49","HS Grad or Less","White","Some","Moderate",1
"201801035385","Other",1,1,"Sometimes","18-29","Some College","Black","Not too much","Liberal",1
"201801035461","Woman",1,1,"Rarely","30-49","Some College","Black","Not too much","Conservative",1
"201801035717","Man",1,0,"Never","30-49","HS Grad or Less","Black","Not too much","Moderate",1
"201801035731","Woman",1,0,"Sometimes","30-49","Some College","Black","Not too much","Moderate",1
"201801036523","Woman",1,0,"Rarely","50-64","HS Grad or Less","Black","Not at all","Very Conservative",1
"201801036725","Man",1,1,"Sometimes","50-64","College Grad+","White","Some","Conservative",2
"201801036849","Woman",0,1,"Sometimes","50-64","Some College","Black","Not at all","Moderate",1
"201801036860","Woman",0,1,"Often","18-29","HS Grad or Less","Black","Some","Very Liberal",1
"201801036863","Woman",1,0,"Rarely","50-64","Some College","Black","Not at all","Very Liberal",1
"201801037048","Man",1,0,"Rarely","65+","College Grad+","White","Some","Conservative",2
"201801037188","Man",0,1,"Often","18-29","HS Grad or Less","White","Some","Liberal",2
"201801037242","Woman",1,0,"Often","30-49","HS Grad or Less","Black","A lot","Moderate",1
"201801037316","Woman",0,0,"Never","50-64","Some College","Other","Not at all","Moderate",2
"201801037388","Man",1,0,"Never","65+","College Grad+","White","Not at all","Liberal",1
"201801037602","Man",0,0,"Never","50-64","Some College","White","Not at all","Very Conservative",2
"201801038005","Woman",1,1,"Rarely","65+","Some College","Black","Not too much","Very Conservative",1
"201801038861","Other",0,0,"Often","30-49","College Grad+","Hispanic","A lot","Very Conservative",1
"201801039165","Woman",1,0,"Rarely","18-29","HS Grad or Less","Hispanic","Not too much","Moderate",2
"201801039531","Man",1,0,"Never","50-64","College Grad+","Other","Not at all","Conservative",2
"201801039663","Man",1,0,"Rarely","65+","Some College","Black","Some","Moderate",1
"201801039676","Man",1,1,"Rarely","65+","College Grad+","Black","Some","Liberal",2
"201801040275","Woman",NA,NA,"Never","65+","College Grad+","Black","Not at all","Liberal",2
