"age","born","opwlth","oppared","opeduc","opclout","oprace","oprelig","opsex","yearsusa","ophrdwrk_essential","opknow_essential"
59,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Immigrant",NA,NA,NA,NA,NA,NA,NA,10,NA,NA
29,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,"Native","Fairly Important","Very Important","Fairly Important","Not Very Important","Not Important At All","Not Important At All","Not Important At All",NA,0,0
50,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Native","Not Very Important","Not Very Important","Very Important","Not Very Important","Not Very Important","Not Very Important","Not Very Important",NA,0,0
61,"Native","Fairly Important","Very Important","Very Important","Very Important","Not Very Important","Not Very Important","Not Very Important",NA,0,0
69,"Native","Essential","Very Important","Essential","Fairly Important","Very Important","Not Important At All","Not Important At All",NA,1,0
47,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,"Native","Not Very Important","Very Important","Essential","Not Very Important","Not Important At All","Not Important At All","Not Important At All",NA,1,0
74,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,"Native","Essential","Essential","Fairly Important","Very Important","Not Very Important","Not Important At All","Not Very Important",NA,1,1
77,"Native",NA,"Not Very Important","Very Important","Fairly Important","Not Important At All","Not Very Important","Not Very Important",NA,1,0
NA,"Native","Fairly Important","Fairly Important","Very Important","Not Important At All","Fairly Important","Not Very Important","Fairly Important",NA,1,0
30,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,"Native","Not Important At All","Fairly Important","Fairly Important","Not Important At All","Not Important At All","Not Important At All","Not Important At All",NA,0,0
52,"Native","Fairly Important","Very Important","Essential","Not Very Important","Fairly Important","Not Very Important","Fairly Important",NA,0,0
27,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,"Immigrant","Fairly Important","Fairly Important","Fairly Important","Fairly Important","Not Very Important","Not Very Important","Not Important At All",2,1,1
64,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,"Native","Not Important At All","Very Important","Essential","Not Very Important","Fairly Important","Not Important At All","Fairly Important",NA,1,0
72,"Native","Fairly Important","Fairly Important","Fairly Important","Not Very Important","Not Very Important","Not Very Important","Not Very Important",NA,0,0
56,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,"Immigrant",NA,NA,NA,NA,NA,NA,NA,42,NA,NA
67,"Native","Fairly Important","Fairly Important","Essential","Fairly Important","Very Important","Fairly Important","Fairly Important",NA,0,0
39,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,"Native","Not Very Important","Fairly Important","Very Important","Not Very Important","Not Important At All","Not Important At All","Not Important At All",NA,1,0
39,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,"Native","Fairly Important","Fairly Important","Very Important","Fairly Important","Not Important At All","Not Important At All","Not Important At All",NA,0,0
63,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,"Immigrant",NA,NA,NA,NA,NA,NA,NA,19,NA,NA
46,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,"Immigrant","Fairly Important","Very Important","Essential","Very Important","Fairly Important","Fairly Important","Fairly Important",34,0,1
35,"Native","Very Important","Fairly Important","Very Important","Not Very Important","Very Important","Not Important At All","Fairly Important",NA,1,0
61,"Native","Essential","Essential","Essential","Not Very Important","Not Important At All","Fairly Important","Not Important At All",NA,0,0
82,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,"Immigrant","Very Important","Fairly Important","Very Important","Not Very Important","Very Important","Not Very Important","Very Important",33,0,0
60,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,"Immigrant","Fairly Important","Fairly Important","Very Important","Very Important","Fairly Important","Fairly Important","Fairly Important",11,0,1
33,"Native","Fairly Important","Not Very Important","Fairly Important","Not Very Important","Not Important At All","Not Important At All","Not Important At All",NA,0,0
NA,"Native","Not Very Important","Not Very Important","Not Very Important",NA,"Not Important At All","Not Important At All","Not Important At All",NA,0,0
24,"Native","Not Important At All","Very Important","Very Important","Not Important At All","Not Important At All","Not Important At All","Very Important",NA,0,0
68,"Native","Not Important At All","Fairly Important","Essential","Not Important At All","Fairly Important","Not Important At All","Not Very Important",NA,0,0
42,"Native","Very Important","Very Important","Essential","Not Very Important","Fairly Important","Not Important At All","Fairly Important",NA,1,0
63,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,"Native","Very Important","Fairly Important","Very Important","Not Very Important","Not Important At All","Not Important At All","Not Important At All",NA,1,0
77,"Native","Fairly Important","Very Important","Very Important","Fairly Important","Very Important","Very Important","Very Important",NA,0,0
77,"Immigrant",NA,NA,NA,NA,NA,NA,NA,35,NA,NA
61,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,"Immigrant","Fairly Important","Very Important","Very Important","Fairly Important","Fairly Important","Not Very Important","Not Very Important",NA,0,0
NA,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,"Native","Fairly Important","Very Important","Very Important","Not Very Important","Fairly Important","Not Very Important","Fairly Important",NA,1,0
56,"Native","Not Important At All","Very Important","Essential","Essential","Essential","Essential","Not Important At All",NA,1,1
35,"Native","Very Important","Fairly Important","Very Important","Very Important","Very Important",NA,"Very Important",NA,1,0
44,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,"Native","Essential","Essential","Essential","Fairly Important","Essential","Not Important At All","Very Important",NA,0,1
70,"Native","Not Important At All","Not Very Important","Fairly Important","Not Very Important","Not Important At All","Essential","Not Very Important",NA,0,0
20,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,"Native","Very Important","Very Important","Very Important","Essential","Essential","Not Important At All","Very Important",NA,0,0
29,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,"Native","Fairly Important","Very Important","Very Important","Fairly Important","Not Important At All","Not Important At All","Not Important At All",NA,1,0
24,"Native","Very Important","Very Important","Very Important","Very Important","Very Important","Fairly Important","Very Important",NA,0,0
44,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,"Native","Fairly Important","Very Important","Very Important","Fairly Important","Fairly Important","Very Important","Very Important",NA,0,0
59,"Immigrant",NA,NA,NA,NA,NA,NA,NA,20,NA,NA
71,"Native","Not Important At All","Fairly Important","Fairly Important","Not Very Important","Not Very Important","Fairly Important","Not Very Important",NA,0,0
55,"Native","Not Important At All","Fairly Important","Fairly Important","Not Very Important","Not Important At All","Not Important At All","Not Important At All",NA,1,1
29,"Native","Not Very Important","Very Important","Very Important","Not Very Important","Not Important At All","Not Important At All","Not Important At All",NA,0,0
NA,"Native","Very Important","Very Important","Very Important","Not Very Important","Fairly Important","Not Very Important","Fairly Important",NA,0,0
32,"Native","Not Important At All","Essential","Essential","Not Important At All","Not Important At All","Not Important At All","Not Important At All",NA,0,1
43,"Native","Very Important","Very Important","Very Important","Fairly Important","Not Very Important","Not Very Important","Fairly Important",NA,1,0
42,"Native","Not Very Important","Fairly Important","Very Important","Not Very Important","Not Important At All","Not Very Important","Not Very Important",NA,1,0
67,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,"Native","Not Important At All","Fairly Important","Essential","Not Important At All","Not Very Important","Not Very Important","Not Very Important",NA,1,0
67,"Native","Very Important","Very Important","Very Important","Fairly Important","Not Important At All","Not Important At All","Not Important At All",NA,1,0
74,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,"Native","Very Important","Fairly Important","Essential","Not Very Important","Not Very Important","Not Important At All","Fairly Important",NA,0,0
38,"Immigrant","Not Very Important","Fairly Important","Essential","Not Important At All","Not Important At All","Not Important At All","Not Important At All",10,0,0
51,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,"Native","Not Important At All","Fairly Important","Essential","Not Important At All","Not Important At All","Not Important At All","Not Important At All",NA,1,0
79,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,"Native","Not Important At All","Fairly Important","Essential","Not Very Important","Not Important At All","Essential","Fairly Important",NA,1,0
41,"Native","Not Very Important","Fairly Important","Very Important","Fairly Important","Not Very Important","Not Very Important","Fairly Important",NA,0,0
42,"Native","Essential","Essential","Essential","Very Important","Not Important At All","Not Important At All","Not Important At All",NA,1,0
37,"Native","Fairly Important","Fairly Important","Very Important","Not Very Important","Not Important At All","Not Important At All","Not Important At All",NA,1,0
85,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Native","Fairly Important","Very Important","Very Important","Not Very Important","Not Important At All","Not Important At All","Not Important At All",NA,0,0
68,"Native","Very Important","Very Important","Very Important","Not Very Important","Not Important At All","Not Important At All","Not Important At All",NA,0,0
51,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,"Native","Fairly Important","Fairly Important","Very Important",NA,NA,NA,NA,NA,0,NA
55,"Immigrant","Fairly Important","Very Important",NA,"Not Important At All","Not Important At All","Not Important At All","Not Important At All",54,0,0
41,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,"Native","Not Very Important","Not Very Important","Fairly Important","Not Very Important","Not Important At All","Very Important","Fairly Important",NA,1,0
41,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,"Native","Not Very Important","Very Important","Very Important",NA,NA,NA,NA,NA,1,1
24,"Native","Essential","Very Important","Essential","Not Very Important","Fairly Important","Not Important At All","Very Important",NA,0,0
57,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,"Native","Very Important","Fairly Important","Very Important","Very Important","Very Important","Fairly Important","Fairly Important",NA,1,1
45,"Native","Essential","Very Important","Very Important","Not Very Important","Fairly Important","Fairly Important","Fairly Important",NA,0,0
53,"Immigrant",NA,NA,NA,NA,NA,NA,NA,49,NA,NA
23,"Native","Not Important At All","Not Important At All","Essential","Not Important At All","Not Important At All","Not Important At All","Fairly Important",NA,1,0
38,"Native","Fairly Important","Fairly Important","Very Important","Not Very Important","Not Important At All","Very Important","Not Important At All",NA,0,0
59,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,"Native","Very Important","Very Important","Essential","Very Important","Fairly Important","Not Very Important","Fairly Important",NA,0,0
26,"Native","Very Important","Very Important","Essential",NA,"Fairly Important","Not Important At All","Fairly Important",NA,0,0
57,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,"Native","Not Very Important","Fairly Important","Very Important","Not Important At All","Not Important At All","Not Important At All","Not Important At All",NA,1,0
50,"Native","Very Important","Very Important","Essential","Fairly Important","Fairly Important","Not Very Important","Fairly Important",NA,0,0
82,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,"Native","Not Very Important","Fairly Important","Fairly Important","Not Very Important","Not Very Important","Very Important","Not Very Important",NA,1,0
64,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,"Native","Very Important","Very Important","Very Important","Not Very Important","Fairly Important","Not Very Important","Fairly Important",NA,0,0
21,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,"Native","Fairly Important","Fairly Important","Essential","Not Very Important","Fairly Important","Not Very Important","Fairly Important",NA,1,0
65,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Immigrant","Not Important At All","Not Very Important","Very Important","Not Important At All","Not Important At All","Not Important At All","Not Important At All",50,0,0
36,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,"Native","Fairly Important","Very Important","Essential","Very Important","Not Important At All","Very Important","Not Very Important",NA,1,1
44,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,"Native","Fairly Important","Fairly Important","Fairly Important","Not Very Important","Not Important At All","Not Important At All","Not Important At All",NA,0,0
39,"Native","Not Very Important","Not Very Important","Essential","Not Very Important","Not Important At All","Not Important At All","Not Important At All",NA,1,0
55,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,"Native","Not Important At All","Not Important At All","Essential","Very Important","Essential","Not Important At All","Not Important At All",NA,1,0
71,"Native","Fairly Important","Fairly Important","Essential","Fairly Important","Not Important At All","Not Important At All","Not Important At All",NA,1,0
68,"Native","Fairly Important","Very Important","Very Important","Not Important At All","Not Important At All","Not Important At All","Not Important At All",NA,0,0
61,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,"Native","Not Very Important","Very Important","Very Important","Not Important At All","Not Important At All","Not Important At All","Not Important At All",NA,1,0
56,"Native","Essential","Essential","Essential","Essential","Very Important","Not Important At All","Not Very Important",NA,1,1
25,"Native","Very Important","Fairly Important","Fairly Important","Fairly Important","Very Important","Fairly Important","Very Important",NA,0,1
57,"Native","Not Very Important","Very Important","Very Important","Not Very Important","Fairly Important","Fairly Important","Not Very Important",NA,0,0
81,"Native","Fairly Important","Fairly Important","Very Important","Not Very Important","Not Important At All","Not Very Important","Not Very Important",NA,0,0
50,"Native","Fairly Important","Essential","Essential","Very Important","Not Important At All","Not Important At All","Not Important At All",NA,1,0
67,"Native","Very Important","Fairly Important","Essential","Fairly Important","Not Very Important","Not Very Important","Not Very Important",NA,1,0
65,"Native","Not Very Important","Not Very Important","Very Important","Not Very Important","Not Very Important","Not Important At All","Not Very Important",NA,0,0
30,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,"Immigrant","Very Important","Very Important","Essential","Fairly Important","Essential","Not Important At All","Not Important At All",3,1,1
42,"Native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
