"qkey","cancul1","crimsent","weight_w92","education","division","ideology","gender","race"
201801028152,"Accountable","Too much time",1.14453129460997,"College graduate","Pacific","Liberal","Man","Hispanic"
201801028171,"Accountable","Too little time",2.34668419597617,"High School Graduate","Pacific","Moderate","Woman","White"
201801028284,"Accountable","Too much time",0.701764993411357,"Some College","Pacific","Very Liberal","Woman","Hispanic"
201801028345,"Accountable","About the right amount",0.472151753864465,"Associate's Degree","Pacific","Moderate","Woman","Hispanic"
201801028536,"Punish","About the right amount",1.08562429126344,"Some College","Pacific","Moderate","Man","Hispanic"
201801028556,"Accountable","Too much time",0.561873166256299,"Some College","Pacific","Liberal","Woman","Hispanic"
201801028630,"Punish","About the right amount",8.0367089863816,"Some College","Pacific","Liberal","Man","Hispanic"
201801028677,"Accountable","Too little time",0.642792493180251,"High School Graduate","Pacific","Moderate","Woman","Hispanic"
201801028719,"Punish","About the right amount",1.90167260983627,"High School Graduate","Pacific","Moderate","Woman","Hispanic"
201801028720,"Accountable","Too little time",0.432961521652031,"College graduate","Pacific","Moderate","Woman","Hispanic"
201801028729,"Accountable","About the right amount",0.495388294755026,"Associate's Degree","Pacific","Very Conservative","Woman","Hispanic"
201801028756,"Accountable","About the right amount",1.41998432017048,"Some College","Mountain","Conservative","Man","White"
201801028853,"Accountable","Too little time",0.356266570414672,"College graduate","Pacific","Conservative","Man","White"
201801028869,"Punish","Too little time",1.07620177221096,"High School Graduate","Pacific","Very Conservative","Woman","White"
201801028877,"Punish","About the right amount",4.62137288818685,"College graduate","Pacific","Conservative","Man","White"
201801028885,"Accountable","Too much time",0.734095852732055,"College graduate","Pacific","Moderate","Woman","Asian"
201801029055,"Punish","About the right amount",4.2372056262667,"High School Graduate","Pacific","Moderate","Woman","Hispanic"
201801029056,"Accountable","Too little time",0.689971519524952,"College graduate","Pacific","Moderate","Woman","Hispanic"
201801029095,"Accountable","Too little time",1.29676985243996,"College graduate","Pacific","Moderate","Woman","Hispanic"
201801029241,"Accountable","Too little time",0.806260446943434,"Associate's Degree","Pacific","Conservative","Woman","Hispanic"
201801029259,"Accountable","Too much time",1.37607966251596,"College graduate","Pacific","Liberal","Woman","Hispanic"
201801029389,"Accountable","Too much time",0.469187442813389,"Postgraduate","Pacific","Very Liberal","Woman","Hispanic"
201801029633,"Accountable","About the right amount",0.492877045013154,"High School Graduate","Pacific","Conservative","Woman","White"
201801029773,"Accountable","Too little time",1.68472776375223,"Some College","Pacific","Conservative","Woman","Hispanic"
201801029858,"Accountable","About the right amount",1.04382925257791,"Associate's Degree","Pacific","Liberal","Woman","Hispanic"
201801029860,"Accountable","Too much time",0.307814215584087,"Postgraduate","Pacific","Liberal","Woman","White"
201801029887,"Punish","Too little time",0.479028200801543,"Postgraduate","Pacific","Conservative","Man","White"
201801029985,"Punish","Too little time",0.696939269746929,"Postgraduate","Pacific","Conservative","Man","Hispanic"
201801030104,"Accountable","Too little time",0.602957601797094,"College graduate","Pacific","Moderate","Woman","White"
201801030142,"Accountable","Too much time",8.0367089863816,"High School Graduate","Pacific","Liberal","Man","Hispanic"
201801030278,"Accountable","About the right amount",1.55891393338865,"Some College","Pacific","Moderate","Woman","Hispanic"
201801030467,"Punish","Too little time",0.578356307019556,"Some College","Pacific","Moderate","Woman","Hispanic"
201801030609,"Accountable","About the right amount",0.641831997093743,"Associate's Degree","Pacific","Conservative","Man","Hispanic"
201801030612,"Accountable","Too little time",0.526634203926436,"College graduate","Pacific","Moderate","Man","Asian"
201801030635,"Punish","Too little time",8.0367089863816,"High School Graduate","Pacific","Moderate","Woman","Hispanic"
201801030712,"Accountable","Too much time",0.773710685523787,"Some College","Pacific","Moderate","Woman","Hispanic"
201801030717,"Accountable","Too little time",0.570721885897069,"Associate's Degree","Pacific","Moderate","Woman","Hispanic"
201801030770,"Punish","About the right amount",0.521449215909996,"Postgraduate","Pacific","Conservative","Woman","Hispanic"
201801030843,"Accountable","Too little time",0.332633374649093,"College graduate","Pacific","Moderate","Woman","Hispanic"
201801030954,"Accountable","Too much time",1.60100960044326,"Some College","Pacific","Moderate","Man","Hispanic"
201801031124,"Accountable","Too much time",1.66190288896987,"Some College","Pacific","Moderate","Woman","Hispanic"
201801031172,"Accountable","About the right amount",0.533397149307542,"Associate's Degree","Pacific","Moderate","Woman","Hispanic"
201801031427,"Accountable","Too much time",0.71994993646009,"Associate's Degree","Pacific","Liberal","Man","Hispanic"
201801031509,"Accountable","Too little time",0.341049307884508,"Postgraduate","Pacific","Moderate","Woman","Asian"
201801031591,"Accountable","Too little time",0.582129209508972,"College graduate","Pacific","Moderate","Man","Hispanic"
201801031594,"Accountable","Too little time",1.01855475123457,"Some College","Pacific","Moderate","Woman","Hispanic"
201801031827,"Punish","Too much time",1.21059862984715,"Postgraduate","Pacific","Liberal","Man","Asian"
201801031969,"Punish","Too much time",0.524014131254371,"Associate's Degree","Pacific","Moderate","Man","Other"
201801031979,"Accountable","Too much time",0.652657618520703,"College graduate","Pacific","Conservative","Man","Hispanic"
201801032021,"Accountable","Too much time",0.410566876155972,"College graduate","Pacific","Liberal","Woman","White"
201801032024,"Punish","Too little time",0.997379220406689,"Some College","Pacific","Moderate","Man","Hispanic"
201801032061,"Accountable","About the right amount",2.42355901159027,"College graduate","Pacific","Conservative","Woman","Asian"
201801032119,"Punish","Too little time",2.35973319620964,"Less Than High School","Pacific","Liberal","Woman","Hispanic"
201801032543,"Accountable","Too much time",1.03404246354617,"College graduate","Pacific","Very Liberal","Woman","Hispanic"
201801032635,"Punish","Too little time",0.790998016566968,"Postgraduate","Pacific","Moderate","Woman","White"
201801032779,"Punish","Too much time",0.210200525494369,"College graduate","Pacific","Conservative","Man","Hispanic"
201801032876,"Accountable","Too little time",2.43393662867355,"High School Graduate","Pacific","Moderate","Woman","Asian"
201801032936,"Accountable","About the right amount",0.525493769538193,"College graduate","Pacific","Moderate","Man","Hispanic"
201801032954,"Punish","Too little time",0.691211208873131,"Some College","Pacific","Moderate","Woman","Hispanic"
201801033049,"Accountable","Too much time",1.20916051767218,"Some College","Pacific","Liberal","Woman","White"
201801033063,"Accountable","Too much time",0.619359055462199,"College graduate","Pacific","Liberal","Woman","White"
201801033070,"Accountable","About the right amount",0.397765990791542,"College graduate","Pacific","Moderate","Woman","White"
201801033150,"Accountable","About the right amount",0.705039807465027,"Postgraduate","Pacific","Liberal","Man","White"
201801033554,"Punish","About the right amount",0.82180791942616,"High School Graduate","New England","Moderate","Man","Other"
201801033756,"Accountable","About the right amount",0.245214127170087,"College graduate","Middle Atlantic","Liberal","Man","White"
201801033760,"Accountable","Too much time",0.288278000105657,"Some College","Middle Atlantic","Moderate","Woman","Hispanic"
201801034250,"Accountable","Too much time",0.510223350806776,"Some College","South Atlantic","Liberal","Woman","Black"
201801034336,"Accountable","Too little time",0.257974391709539,"College graduate","South Atlantic","Moderate","Woman","Black"
201801034414,"Punish","About the right amount",0.231294285874937,"Postgraduate","South Atlantic","Conservative","Man","White"
201801034566,"Punish","Too much time",0.262582318184025,"Postgraduate","South Atlantic","Moderate","Woman","Black"
201801034847,"Punish","About the right amount",2.63802224825633,"Some College","South Atlantic","Liberal","Other","Black"
201801034999,"Accountable","Too much time",0.791410460823917,"College graduate","South Atlantic","Conservative","Woman","Black"
201801035054,"Accountable","About the right amount",0.274569324341172,"Postgraduate","South Atlantic","Very Conservative","Woman","White"
201801035061,"Punish","About the right amount",0.24143686256811,"College graduate","South Atlantic","Moderate","Man","Hispanic"
201801035067,"Accountable","Too much time",0.426403812514417,"Postgraduate","South Atlantic","Moderate","Woman","Black"
201801035287,"Accountable","About the right amount",1.31411039898556,"Some College","South Atlantic","Liberal","Man","White"
201801035306,"Punish","Too little time",2.52885629314534,"High School Graduate","South Atlantic","Conservative","Man","White"
201801035347,"Accountable","About the right amount",0.848828269420193,"High School Graduate","South Atlantic","Liberal","Woman","Black"
201801035385,"Accountable","Too little time",1.39312939130643,"High School Graduate","South Atlantic","Moderate","Man","Other"
201801035461,"Accountable","Too much time",0.378210792891065,"Some College","South Atlantic","Moderate","Woman","Black"
201801035654,"Accountable","Too much time",0.428709593012763,"Associate's Degree","South Atlantic","Moderate","Woman","Black"
201801035717,"Accountable","Too much time",0.615098431227191,"High School Graduate","South Atlantic","Conservative","Man","Black"
