abany,year,class,courts,nateduc,region,born,racehisp,sex,degree,marital,wrkslf
NA,2010,Lower class,Not harsh enough,Too little,Midwest,Yes,White,Female,High school,Widowed,Someone else
No,2010,Middle class,Too harsh,Too little,Midwest,Yes,Black,Male,High school,Married,Self-employed
NA,2010,Working class,Not harsh enough,NA,Midwest,Yes,White,Female,Graduate,Never Married,Someone else
No,2010,Working class,Too harsh,Too little,Midwest,Yes,Black,Male,High school,Never Married,Self-employed
No,2010,Working class,Not harsh enough,NA,Midwest,Yes,White,Male,Lt high school,Married,Self-employed
NA,2010,Middle class,Not harsh enough,NA,Midwest,Yes,Black,Female,Junior college,Never Married,Someone else
No,2010,Working class,Not harsh enough,Too little,Midwest,Yes,White,Female,Junior college,Married,Self-employed
No,2010,Working class,Too harsh,NA,Midwest,Yes,Black,Male,Junior college,Married,Someone else
No,2010,Working class,Not harsh enough,NA,Midwest,Yes,Black,Male,Lt high school,Div/Sep,Someone else
No,2010,Lower class,Too harsh,Too little,Midwest,Yes,Black,Female,High school,Never Married,Someone else
NA,2010,Working class,About right,NA,Midwest,Yes,White,Female,High school,Never Married,Someone else
No,2010,Middle class,About right,NA,Midwest,Yes,Black,Female,Lt high school,Never Married,NA
NA,2010,Working class,About right,About right,Midwest,Yes,Black,Female,High school,Never Married,Someone else
No,2010,Working class,About right,Too little,Midwest,Yes,Black,Male,High school,Never Married,Someone else
NA,2010,Lower class,Too harsh,NA,Midwest,Yes,White,Female,Lt high school,Div/Sep,NA
NA,2010,Middle class,Not harsh enough,NA,Midwest,Yes,White,Male,Junior college,Never Married,Someone else
NA,2010,Lower class,NA,Too little,Midwest,Yes,White,Female,High school,Never Married,Someone else
NA,2010,Working class,Not harsh enough,NA,Midwest,Yes,White,Female,High school,Never Married,Someone else
NA,2010,Lower class,Too harsh,Too little,Midwest,Yes,Black,Female,High school,Never Married,Someone else
Yes,2010,Lower class,Too harsh,Too little,Midwest,Yes,Black,Female,High school,Never Married,Someone else
No,2010,Working class,Not harsh enough,Too little,Southeast,Yes,White,Female,Junior college,Div/Sep,Someone else
NA,2010,Working class,About right,About right,Southeast,No,Hispanic,Male,Lt high school,Married,Someone else
NA,2010,Working class,Not harsh enough,NA,Southeast,No,Hispanic,Male,Lt high school,Never Married,NA
No,2010,Working class,Too harsh,NA,Southeast,Yes,Black,Female,Junior college,Married,Someone else
NA,2010,Middle class,Too harsh,Too little,Southeast,Yes,White,Female,Bachelor,Never Married,Someone else
No,2010,Middle class,Not harsh enough,Too little,Southeast,Yes,Black,Female,High school,Never Married,Someone else
NA,2010,Working class,Not harsh enough,NA,Southeast,Yes,Black,Female,Lt high school,Never Married,Someone else
No,2010,Middle class,Too harsh,NA,Southeast,Yes,Black,Female,High school,Never Married,Someone else
NA,2010,Middle class,Not harsh enough,About right,Southeast,Yes,Black,Female,High school,Widowed,Someone else
No,2010,Middle class,Not harsh enough,NA,Southeast,Yes,White,Female,High school,Never Married,Self-employed
NA,2010,Working class,Not harsh enough,NA,Southeast,Yes,Black,Female,High school,Div/Sep,Someone else
NA,2010,Working class,Too harsh,About right,Southeast,No,Hispanic,Female,Lt high school,Never Married,Someone else
No,2010,Working class,Not harsh enough,NA,Southeast,Yes,White,Male,Lt high school,Married,Self-employed
No,2010,Working class,Not harsh enough,About right,Southeast,Yes,White,Male,High school,Married,Someone else
Yes,2010,Working class,Not harsh enough,Too little,Southeast,Yes,White,Male,High school,Never Married,Self-employed
Yes,2010,Middle class,Not harsh enough,NA,Southeast,Yes,White,Male,Bachelor,Div/Sep,Self-employed
NA,2010,Middle class,Not harsh enough,Too little,Southeast,Yes,Black,Male,Graduate,Div/Sep,Someone else
No,2010,Working class,Not harsh enough,NA,Southeast,Yes,White,Male,Lt high school,Div/Sep,Self-employed
No,2010,Working class,Not harsh enough,Too little,Southeast,Yes,White,Male,High school,Married,Someone else
NA,2010,Lower class,Not harsh enough,NA,Southeast,Yes,White,Female,High school,Div/Sep,Someone else
NA,2010,Lower class,Too harsh,NA,Southeast,Yes,Black,Male,High school,Div/Sep,Someone else
NA,2010,Upper class,Not harsh enough,NA,Southeast,Yes,Black,Male,High school,Never Married,Someone else
No,2010,Working class,About right,Too little,Midwest,Yes,White,Male,High school,Never Married,Someone else
No,2010,Working class,Not harsh enough,NA,Midwest,Yes,Black,Female,Bachelor,Never Married,Someone else
NA,2010,Working class,Not harsh enough,Too little,Midwest,Yes,White,Male,High school,Never Married,Someone else
No,2010,Middle class,Not harsh enough,NA,Midwest,Yes,Black,Female,Bachelor,Married,Someone else
No,2010,Working class,Not harsh enough,NA,Midwest,Yes,Black,Male,Junior college,Div/Sep,Someone else
NA,2010,Working class,Not harsh enough,Too little,Midwest,Yes,Black,Female,Junior college,Div/Sep,Someone else
No,2010,Lower class,Too harsh,NA,Midwest,Yes,Black,Male,High school,Married,Someone else
Yes,2010,Middle class,Not harsh enough,Too little,Midwest,Yes,White,Male,Lt high school,Div/Sep,Someone else
No,2010,Working class,NA,NA,Midwest,Yes,Black,Male,Graduate,Div/Sep,Someone else
NA,2010,Working class,Not harsh enough,NA,Midwest,Yes,Other,Female,High school,Never Married,Someone else
No,2010,Working class,About right,Too little,Midwest,Yes,White,Male,Junior college,Married,Someone else
No,2010,Middle class,Too harsh,NA,Midwest,Yes,Other,Female,Lt high school,Div/Sep,Someone else
NA,2010,Middle class,About right,Too little,Midwest,Yes,White,Female,High school,Married,Someone else
NA,2010,Working class,Not harsh enough,NA,Midwest,Yes,White,Female,High school,Married,Someone else
No,2010,Working class,Not harsh enough,NA,Midwest,Yes,White,Female,Junior college,Widowed,Someone else
NA,2010,Working class,About right,Too little,Midwest,Yes,White,Male,High school,Married,Someone else
NA,2010,Middle class,Not harsh enough,NA,Midwest,Yes,White,Male,Bachelor,Married,Someone else
NA,2010,Lower class,Not harsh enough,Too much,Midwest,Yes,White,Male,Lt high school,Married,Someone else
No,2010,Working class,Not harsh enough,NA,Midwest,Yes,White,Male,Lt high school,Div/Sep,Self-employed
NA,2010,Working class,Not harsh enough,NA,Midwest,Yes,White,Female,High school,Div/Sep,Someone else
No,2010,Working class,Not harsh enough,Too little,Midwest,Yes,White,Male,High school,Never Married,Someone else
No,2010,Middle class,Not harsh enough,Too much,Midwest,Yes,White,Female,High school,Div/Sep,Someone else
No,2010,Middle class,Not harsh enough,NA,Midwest,Yes,White,Female,Bachelor,Div/Sep,Someone else
NA,2010,Working class,Not harsh enough,Too little,Midwest,Yes,White,Male,Junior college,Div/Sep,Someone else
No,2010,Working class,Not harsh enough,Too little,Midwest,Yes,White,Female,High school,Div/Sep,Someone else
No,2010,Middle class,About right,NA,Midwest,Yes,White,Female,High school,Div/Sep,Someone else
NA,2010,Lower class,Not harsh enough,About right,Midwest,Yes,White,Male,Lt high school,Married,Someone else
Yes,2010,Working class,Not harsh enough,Too little,Midwest,Yes,White,Male,High school,Married,Someone else
No,2010,Working class,Not harsh enough,NA,Midwest,Yes,White,Female,High school,Married,Someone else
NA,2010,Middle class,Not harsh enough,Too little,Midwest,Yes,White,Female,Graduate,Married,Someone else
Yes,2010,Working class,Not harsh enough,NA,Midwest,Yes,White,Male,High school,Married,Someone else
No,2010,Lower class,Not harsh enough,Too little,Midwest,Yes,White,Female,High school,Div/Sep,Someone else
NA,2010,Middle class,Not harsh enough,About right,Midwest,Yes,White,Female,Lt high school,Widowed,Someone else
Yes,2010,Working class,Not harsh enough,Too much,Midwest,Yes,Black,Male,Lt high school,Never Married,Self-employed
NA,2010,Middle class,About right,NA,Midwest,Yes,White,Female,High school,Married,Someone else
No,2010,Middle class,Not harsh enough,Too little,Midwest,Yes,White,Female,Junior college,Div/Sep,Someone else
No,2010,Middle class,Not harsh enough,NA,Midwest,Yes,White,Female,High school,Married,Someone else
NA,2010,Middle class,Not harsh enough,NA,Midwest,No,White,Male,Lt high school,Married,Someone else
No,2010,Working class,About right,NA,Midwest,Yes,White,Female,High school,Married,Self-employed
No,2010,Working class,Not harsh enough,Too little,Midwest,Yes,White,Male,Lt high school,Div/Sep,Someone else
Yes,2010,Lower class,NA,NA,Midwest,Yes,White,Female,Junior college,Married,Someone else
NA,2010,Lower class,Not harsh enough,About right,Midwest,Yes,White,Male,Lt high school,Married,Someone else
NA,2010,Lower class,Not harsh enough,NA,Midwest,Yes,White,Female,High school,Married,Someone else
No,2010,Working class,Not harsh enough,About right,Midwest,Yes,White,Female,High school,Never Married,NA
No,2010,Working class,About right,NA,Midwest,Yes,White,Male,High school,Married,Someone else
NA,2010,Working class,NA,NA,Midwest,Yes,White,Female,High school,Married,Someone else
No,2010,Middle class,Not harsh enough,Too much,Midwest,Yes,White,Male,Junior college,Married,Self-employed
No,2010,Middle class,Not harsh enough,NA,Midwest,Yes,White,Female,High school,Married,Someone else
Yes,2010,Working class,Not harsh enough,Too little,Midwest,Yes,White,Male,High school,Married,Someone else
NA,2010,Working class,Not harsh enough,NA,Midwest,Yes,White,Female,High school,Married,Someone else
No,2010,Upper class,Not harsh enough,About right,Midwest,Yes,Black,Male,Lt high school,Never Married,Someone else
NA,2010,Working class,Not harsh enough,NA,Midwest,Yes,Black,Male,High school,Div/Sep,Self-employed
Yes,2010,Middle class,Not harsh enough,Too little,Midwest,Yes,White,Female,Bachelor,Married,Someone else
No,2010,Working class,Not harsh enough,NA,Midwest,Yes,Hispanic,Male,Junior college,Div/Sep,Someone else
NA,2010,Working class,Not harsh enough,NA,Midwest,Yes,White,Male,High school,Div/Sep,Someone else
No,2010,Middle class,Not harsh enough,NA,Midwest,Yes,White,Female,High school,Never Married,Self-employed
NA,2010,Middle class,Not harsh enough,Too little,Midwest,Yes,White,Male,High school,Widowed,Self-employed
No,2010,Middle class,Not harsh enough,NA,Midwest,Yes,White,Female,Bachelor,Married,Self-employed
Yes,2010,Working class,Not harsh enough,Too little,Midwest,Yes,Hispanic,Female,High school,Married,Someone else
NA,2010,Working class,About right,Too little,Midwest,Yes,White,Male,High school,Married,Someone else
NA,2010,Middle class,NA,NA,Midwest,No,White,Male,Graduate,Married,Someone else
Yes,2010,Middle class,About right,Too little,Midwest,Yes,White,Female,High school,Married,Someone else
No,2010,Working class,Not harsh enough,NA,Southeast,Yes,Black,Female,High school,Never Married,Self-employed
Yes,2010,Middle class,Not harsh enough,Too little,Southeast,Yes,White,Female,Bachelor,Never Married,Someone else
NA,2010,Lower class,Not harsh enough,NA,Southeast,Yes,White,Female,High school,Married,Someone else
Yes,2010,Lower class,Not harsh enough,About right,Southeast,Yes,White,Male,High school,Div/Sep,Someone else
NA,2010,Lower class,Not harsh enough,Too little,Southeast,Yes,Black,Female,High school,Div/Sep,Self-employed
NA,2010,Working class,Not harsh enough,NA,Southeast,Yes,White,Female,High school,Married,Someone else
No,2010,Working class,Not harsh enough,Too little,Southeast,Yes,White,Male,High school,Married,Someone else
No,2010,Working class,Not harsh enough,NA,Southeast,Yes,Other,Female,Lt high school,Div/Sep,Someone else
NA,2010,Working class,Not harsh enough,Too little,Southeast,Yes,White,Male,High school,Married,Someone else
No,2010,Working class,Not harsh enough,About right,Southeast,Yes,Hispanic,Male,High school,Married,Someone else
NA,2010,Middle class,Too harsh,About right,Southeast,Yes,White,Female,High school,Widowed,NA
Yes,2010,Middle class,About right,NA,Southeast,Yes,White,Female,High school,Div/Sep,Someone else
No,2010,Lower class,NA,About right,Southeast,Yes,White,Female,High school,Div/Sep,Someone else
NA,2010,Middle class,Not harsh enough,NA,Southeast,Yes,White,Female,Lt high school,Widowed,Self-employed
No,2010,Middle class,Not harsh enough,Too little,Southeast,Yes,White,Female,High school,Div/Sep,Someone else
Yes,2010,Working class,Not harsh enough,NA,Southeast,Yes,White,Female,High school,Never Married,Someone else
Yes,2010,Working class,NA,Too little,Southeast,Yes,White,Female,Bachelor,Div/Sep,Someone else
No,2010,Middle class,NA,NA,Southeast,Yes,White,Female,Bachelor,Div/Sep,Someone else
NA,2010,Middle class,Not harsh enough,Too little,Southeast,Yes,White,Male,Bachelor,Married,Someone else
NA,2010,Working class,Not harsh enough,NA,Southeast,Yes,White,Female,High school,Married,Someone else
Yes,2010,Working class,About right,NA,West,Yes,Hispanic,Male,Graduate,Married,Someone else
No,2010,Lower class,NA,NA,West,No,White,Female,Bachelor,Married,NA
No,2010,Working class,Too harsh,Too little,West,Yes,White,Male,High school,Never Married,Someone else
NA,2010,Lower class,Not harsh enough,NA,West,No,White,Female,Bachelor,Married,NA
Yes,2010,Lower class,Not harsh enough,NA,West,Yes,Other,Female,Graduate,Married,NA
NA,2010,Working class,Not harsh enough,Too little,West,No,Other,Female,Bachelor,Never Married,NA
NA,2010,Middle class,NA,NA,West,Yes,White,Female,Bachelor,Married,Someone else
No,2010,Working class,About right,Too little,West,Yes,White,Male,Graduate,Div/Sep,Self-employed
No,2010,Working class,Not harsh enough,NA,West,Yes,White,Female,Junior college,Div/Sep,Someone else
NA,2010,Upper class,Not harsh enough,Too little,West,Yes,Black,Female,Graduate,Div/Sep,Someone else
No,2010,Middle class,Not harsh enough,About right,West,Yes,Hispanic,Male,Lt high school,Widowed,Someone else
NA,2010,Middle class,About right,NA,West,Yes,Hispanic,Male,Lt high school,Never Married,NA
NA,2010,Working class,Too harsh,Too little,West,No,Hispanic,Male,High school,Married,Someone else
No,2010,Working class,Not harsh enough,Too little,West,Yes,Hispanic,Male,Junior college,Div/Sep,Someone else
No,2010,Middle class,About right,NA,West,Yes,White,Female,High school,Married,Someone else
No,2010,Middle class,Not harsh enough,About right,West,Yes,White,Male,High school,Married,Someone else
No,2010,Middle class,About right,About right,West,No,Hispanic,Male,Lt high school,Married,Someone else
No,2010,Working class,Not harsh enough,NA,West,Yes,White,Female,Lt high school,Married,Someone else
NA,2010,Working class,Not harsh enough,Too little,West,Yes,White,Female,High school,Never Married,Someone else
No,2010,Working class,Not harsh enough,NA,West,Yes,White,Male,High school,Never Married,Someone else
No,2010,Working class,Not harsh enough,Too little,West,Yes,White,Female,Lt high school,Div/Sep,Someone else
NA,2010,Lower class,Too harsh,NA,West,Yes,White,Male,Bachelor,Div/Sep,Someone else
No,2010,Working class,Not harsh enough,NA,West,Yes,White,Female,Lt high school,Div/Sep,Someone else
